timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,57000,interactive,0.03 0.23 0.24 1/120 9681
after,1200000,1200000,1200000,1200000,56000,interactive,0.05 0.20 0.23 1/120 9688
