timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.20 0.13 0.05 1/119 9408
after,1200000,1200000,1200000,1200000,58000,interactive,0.33 0.18 0.07 1/119 9424
