timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,55000,interactive,0.00 0.01 0.00 1/121 9253
after,1200000,1200000,1200000,1200000,55000,interactive,0.00 0.01 0.00 1/120 9261
