timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.20 0.16 0.07 1/118 9424
after,1200000,1200000,1200000,1200000,58000,interactive,0.35 0.21 0.09 1/120 9435
