timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.23 0.24 0.12 1/122 9457
after,1200000,1200000,1200000,1200000,58000,interactive,0.36 0.27 0.14 1/121 9463
