timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.00 0.02 0.07 1/120 9593
after,1200000,1200000,1200000,1200000,56000,interactive,0.00 0.02 0.06 1/121 9600
