timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.27 0.23 0.11 1/121 9444
after,1200000,1200000,1200000,1200000,58000,interactive,0.33 0.25 0.12 1/120 9450
