timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,57000,interactive,0.13 0.32 0.27 1/120 9673
after,1200000,1200000,1200000,1200000,56000,interactive,0.05 0.26 0.25 1/121 9681
