timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,58000,interactive,0.52 0.36 0.20 1/122 9630
after,1800000,1800000,1800000,1800000,64000,interactive,0.82 0.48 0.25 1/122 9637
