timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,57000,interactive,0.03 0.18 0.22 1/120 9689
after,1200000,1200000,1200000,1200000,57000,interactive,0.01 0.15 0.20 1/122 9708
