timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,57000,interactive,0.11 0.40 0.29 1/118 9662
after,1200000,1200000,1200000,1200000,56000,interactive,0.11 0.34 0.27 1/119 9671
