timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,58000,interactive,0.51 0.54 0.32 1/118 9652
after,1200000,1200000,1200000,1200000,57000,interactive,0.18 0.44 0.30 1/117 9661
