timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,58000,interactive,0.56 0.51 0.29 1/120 9644
after,1800000,1800000,1800000,1800000,63000,interactive,0.84 0.60 0.34 1/119 9651
