timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.24 0.27 0.18 1/121 9498
after,1200000,1200000,1200000,1200000,56000,interactive,0.08 0.22 0.17 1/120 9506
