timestamp_ns,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,temp_mC,governor,load1,load5
before,1200000,1200000,1200000,1200000,56000,interactive,0.00 0.00 0.00 1/121 9381
after,1200000,1200000,1200000,1200000,56000,interactive,0.00 0.00 0.00 1/121 9390
